id_zamestnanec,id_dodavatel,id_cas,id_tovar,poznamka,pocet_kusov
262,49,690,352,ridiculus mus. Proin vel nisl.,218
236,13,629,251,at lacus. Quisque,219
176,12,634,136,In condimentum. Donec at arcu. Vestibulum ante,80
58,47,537,224,"nec ante. Maecenas mi felis, adipiscing fringilla,",98
164,67,959,172,feugiat placerat velit. Quisque varius. Nam,283
56,65,221,104, cie.enititg nomtpodutcnnrucnImd u nniIs .u,368
173,17,506,19,Donec tincidunt. Donec vitae erat vel pede,20
148,33,862,293,Proin dolor. Nulla semper tellus id,297
95,32,934,220,"auctor, nunc nulla vulputate dui, nec",52
96,12,765,143,eu neque pellentesque massa,102
30,56,744,281,"dictum eu, placerat eget, venenatis",219
164,57,578,79,Nunc ac sem ut dolor dapibus gravida.,100
181,7,459,408,"mi pede, nonummy",188
118,18,989,115,Nulla facilisi. Sed,310
132,4,861,443,libero. Donec consectetuer mauris,193
29,57,2,302,"vitae, erat. Vivamus nisi.",201
229,50,577,245,molestie dapibus ligula. Aliquam erat,253
278,50,489,149,turpis non enim. Mauris,226
163,48,970,382,semper. Nam tempor diam,15
29,45,887,427,"faucibus id, libero. Donec",332
95,58,584,203,"lectus rutrum urna, nec luctus felis purus",235
277,50,810,340,"pede sagittis augue,",113
257,19,4,270,ulceo utc.arauhig esucnorl nNestllm,163
150,26,70,362,"lobortis quis, pede. Suspendisse dui.",182
6,43,252,260,"blandit enim consequat purus. Maecenas libero est,",273
91,30,140,29,Nullam vitae diam. Proin,264
260,59,844,58,ultrices posuere cubilia Curae,161
176,42,560,235,libero. Donec consectetuer mauris,10
116,35,940,441,nunc sed pede. Cum,365
271,59,104,383,"pede sagittis augue,",320
245,53,630,302,"ornare, lectus ante dictum mi, ac mattis",107
247,8,616,100,Aenean euismod mauris eu elit.,63
218,24,560,208,tincidunt pede ac urna. Ut tincidunt vehicula,187
172,38,498,137,Donec porttitor tellus non,503
189,67,359,203,"eu, odio. Phasellus at augue id ante",38
177,64,449,377,  ei  ta.snmeveeullsaraiuM nnat.igrorVmIuuls,208
198,14,769,171, aimaettisnsurirngtapne  iudtpb es,128
131,31,110,10,semper. Nam tempor diam,153
28,13,509,444,"atnrpd,imusu  o,bunr",102
263,28,815,159,metus. Vivamus euismod urna. Nullam lobortis,256
229,20,793,376,"cursus in, hendrerit consectetuer, cursus",72
66,21,124,103,taciti sociosqu ad,160
15,12,518,411,ad litora torquent per,81
110,33,782,186,augue eu tellus.,309
160,1,601,434,enim diam vel arcu. Curabitur ut,288
273,34,183,170,Nunc ac sem ut dolor dapibus gravida.,203
66,1,842,112,"nec ante. Maecenas mi felis, adipiscing fringilla,",91
279,36,711,376,Duis dignissim tempor arcu.,37
278,40,484,92,"ultricies ornare, elit elit fermentum risus,",223
249,20,617,443,Fusce aliquet magna a neque.,194
186,21,315,334,tincidunt pede ac urna. Ut tincidunt vehicula,103
231,67,559,436,Nulla tempor augue ac,322
121,61,392,202,ipsum. Donec sollicitudin adipiscing ligula. Aenean,51
68,64,171,428,euismod mauris eu,215
80,26,901,123,justo sit amet nulla.,16
230,10,313,37,"dolor sit amet, consectetuer adipiscing elit. Etiam",238
115,39,266,328,e sec Int.t geeunm,365
271,56,917,144,"lectus. Nullam suscipit, est ac",31
89,1,592,447,nec quam. Curabitur vel lectus.,334
189,69,164,10,erat nonummy ultricies,101
92,32,791,51,"malesuada vel, venenatis vel,",85
43,30,758,421,"ultrices a, auctor non, feugiat nec,",162
158,40,572,346,nisi. Cum sociis natoque penatibus et magnis,101
183,26,608,74,"sapien, gravida non, sollicitudin a, malesuada",171
262,45,981,14,Mauris nulla. Integer urna. Vivamus molestie,303
253,62,131,173,"Peb rsaail.uocasdplius h, ietv",23
168,46,664,147,o iiucaric pt ussllCreauueereb,25
30,25,643,72,erat nonummy ultricies,141
161,25,625,188,justo sit amet nulla. Donec,322
7,26,911,214,"ante, iaculis nec, eleifend",161
71,29,312,28,"ora , uni fautneecot,ncg",251
235,7,866,446,"lectus rutrum urna,",16
154,55,518,199,"dolor sit amet, consectetuer",4
202,6,236,410,elit erat vitae risus. Duis a,93
226,62,644,415,"nulla. Integer vulputate, risus a ultricies",174
205,37,655,363,eu turpis. Nulla aliquet. Proin,8
36,31,135,425,"sed consequat auctor, nunc nulla vulputate",356
66,58,160,250,"ut, nulla. Cras eu tellus eu",84
2,4,75,421,"lectus. Nullam suscipit, est ac",150
240,41,832,403,"magna. Phasellus dolor elit, pellentesque",349
256,30,566,252,ac risus. Morbi metus. Vivamus,369
118,2,925,299,"ultricies ornare, elit elit fermentum risus,",125
106,66,699,142,"tincidunt orci quis lectus. Nullam suscipit, est",351
236,8,208,369,"sed, est. Nunc laoreet",179
54,15,297,294,non massa non ante bibendum ullamcorper.,261
160,44,66,74,"dolor, tempus non, lacinia at, iaculis",68
48,13,259,273,"Nunc ut erat. Sed nunc est,",185
46,11,550,43,"faucibus lectus, a sollicitudin",15
147,42,973,327,"magnis dis parturient montes, nascetur ridiculus mus.",131
243,41,736,93,"mollis dui, in sodales elit",166
22,30,55,94,dui nec urna suscipit nonummy.,71
122,1,2,176,"dolor sit amet, consectetuer adipiscing elit. Etiam",189
261,24,846,281,"malesuada vel, convallis in, cursus et,",114
99,32,544,422,"faucibus lectus, a sollicitudin",92
254,11,755,154,In faucibus. Morbi vehicula. Pellentesque tincidunt,79
252,11,791,203,tincidunt pede ac urna. Ut tincidunt vehicula,196
146,54,523,327,Mtriu snuameisinon  r.p,266
162,47,34,212,mollis. Duis sit amet,193
27,37,15,299,non justo. Proin non massa non,121
247,8,648,313, mirsnsdeciut  euaprs,280
211,43,204,189,"elit sed consequat auctor,",58
175,54,350,71,ultrices posuere cubilia Curae,33
142,30,94,23,"dlnclnaeeafee,c i,  nusieit",86
263,45,585,137,"Dnacub mdsao u m.uuseliirsbcrrl pmuide,",263
98,37,585,29,nulla. Donec non justo. Proin non,377
12,21,680,67,ultrices posuere cubilia Curae,361
1,44,948,153,pede. Cras vulputate,205
101,48,778,189,mollis. Duis sit amet,326
46,1,249,72,feugiat placerat velit. Quisque varius. Nam,377
270,18,438,323,"vitae, aliquet nec, imperdiet nec, leo.",24
96,23,902,63,Donec tincidunt. Donec vitae erat vel pede,42
212,67,474,66,n.tU  sqiepaengmucaIdult la girisiac,140
189,59,846,294,"elementum sem, vitae aliquam",107
49,57,295,448,"faucibus id, libero. Donec",189
220,34,269,73,vel sapien imperdiet ornare.,62
43,66,502,221,"auctor non, feugiat nec,",219
2,62,752,141,"gv,ecpt uu,a ede stienatlr necateim",271
189,32,636,184,"nisi nibh lacinia orci, consectetuer euismod",306
267,19,531,349,Donec porttitor tellus,201
112,44,358,70,felis. Nulla tempor,321
242,45,371,203,"diam lorem, auctor quis, tristique ac, eleifend",226
107,1,151,119,otnn. sarojuoinso nsna P non m,212
159,40,693,435,"urna justo faucibus lectus, a sollicitudin orci",204
280,17,169,321,"pharetra, felis eget varius ultrices, mauris ipsum",260
82,43,862,251,Nam ac nulla. In tincidunt,58
188,20,569,167,"auctor non, feugiat nec,",88
262,55,475,98,quam. Curabitur vel lectus. Cum,239
205,41,549,90,ridiculus mus. Proin vel nisl.,71
99,53,319,136,turpis non enim.,80
56,41,441,265,i er.sismusta t,2
130,25,680,157,"bibendum ullamcorper. Duis cursus, diam",62
22,59,281,140,"Duis mi enim, condimentum",173
184,65,968,173,Nullam nisl. Maecenas malesuada fringilla est.,289
84,23,846,91,"sem elit, pharetra ut, pharetra sed, hendrerit",131
144,24,783,303,"quis, tristique ac, eleifend vitae, erat.",19
48,22,326,34,ipsum ac mi eleifend egestas. Sed,113
136,17,22,247,orci. Ut sagittis lobortis mauris.,303
36,46,344,222,"consectetuer, cursus et, magna. Praesent interdum ligula",126
115,11,361,100,"feugiat nec, diam. Duis mi",98
279,23,852,328,tellus. Aenean egestas hendrerit neque. In,250
102,44,396,352,In condimentum. Donec at arcu. Vestibulum ante,84
211,6,236,99,ipsum. Donec sollicitudin adipiscing ligula. Aenean,304
199,61,36,114,Sed neque. Sed,150
114,42,923,378,edism  ouNir.lus  ptasou mrialesu nc,360
174,6,734,7,"pellentesque, tellus sem mollis dui, in",48
156,3,301,321,euismod mauris eu,338
211,44,650,339,"nec, mollis vitae, posuere at, velit. Cras",258
56,41,175,103,"quis, tristique ac, eleifend vitae, erat.",42
127,42,700,214,"rhoncus id, mollis nec, cursus a,",240
91,24,616,63,Quisque fringilla euismod,45
29,33,76,414,convallis ligula. Donec luctus aliquet,337
255,60,182,13,mauris a nunc. In at pede.,285
52,67,30,163,vitae erat vel,252
254,31,251,434,"lobortis quis, pede. Suspendisse dui.",150
233,39,386,218,"Quisque imperdiet, erat nonummy ultricies ornare,",133
17,13,881,46,icrt  aUco.,155
100,16,398,56,"nunc risus varius orci, in consequat enim",369
6,54,111,99,Nullam vitae diam. Proin,345
238,24,895,210,"enlutaem sel,niavavavl,s  dee",186
249,42,919,116,niibmeteltos tmcr DdnaImuVunc ane tcnueuo . .a,99
223,12,158,435,eros turpis non enim. Mauris,202
236,21,754,10,Sed nec metus facilisis lorem,209
27,25,619,129,risus. Nulla eget metus,103
122,16,436,399,"diam nunc, ullamcorper eu,",323
246,53,881,135,taciti sociosqu ad,113
176,17,869,310,metus. Vivamus euismod urna. Nullam lobortis,321
222,5,171,420,Suspendisse commodo tincidunt nibh.,259
268,32,504,354,"Sed auctor odio a purus. Duis elementum,",202
199,42,568,85,turpis non enim. Mauris,212
164,30,661,34,russDtms.carctn. uag. iee sues a Dc iopeus,260
43,60,174,313,"nulla ante, iaculis nec, eleifend non, dapibus",315
99,26,920,174,mauris sit amet lorem semper auctor. Mauris,130
243,35,792,249,Morbi metus. Vivamus euismod urna. Nullam,192
210,44,465,184,risus. Morbi metus. Vivamus euismod urna. Nullam,226
158,33,542,348,Donec tincidunt. Donec vitae erat vel pede,261
273,65,49,70,"dolor quam, elementum",862
114,45,599,321,tellus. Aenean egestas hendrerit neque. In,300
29,6,21,175,Sed eget lacus. Mauris non dui nec,39
146,46,169,208,"hendrerit id, ante. Nunc mauris sapien, cursus",326
234,35,331,164,ipsum cursus vestibulum. Mauris,86
178,56,409,432,"Integer vulputate, risus",64
127,5,780,401,"dolor sit amet, consectetuer",203
12,66,586,134,tincidunt adipiscing. Mauris,16
64,15,375,125,"dictum eu, placerat eget, venenatis",233
272,63,994,34,"Sed auctor odio a purus. Duis elementum,",290
90,15,699,100,a mi fringilla mi lacinia,268
252,27,272,266,risus. Morbi metus. Vivamus euismod urna. Nullam,69
229,25,436,192,"laoreet ipsum. Curabitur consequat,",114
112,32,832,348,Nulla facilisi. Sed,173
147,19,967,303,"egestas a, scelerisque sed, sapien.",345
248,6,58,90,metus vitae velit egestas,147
262,69,635,400,"raea tbl.sultnqoe sieu,osm sda eebiinn pcMnraetu c",375
211,17,731,99,Sed neque. Sed,295
73,5,946,163,penatibus et magnis dis parturient,212
80,21,130,181,euse.  tgaluleuu,129
70,22,624,285,metus vitae velit egestas,373
110,20,784,288,mauris sagittis placerat. Cras,288
159,23,238,98,risus. Nulla eget metus,167
160,23,102,60,nunc. In at pede. Cras vulputate velit,255
76,17,304,159,"non, egestas a, dui.",57
238,5,887,10,uts liaeomt e.qtleuelils,40
238,30,541,235,Donec tincidunt. Donec vitae erat vel pede,3
228,28,261,305,m .Plessnoi ur n.ilv,138
183,23,794,48,"Phasellus dolor elit,",166
161,54,891,178,Pellentesque ultricies dignissim lacus. Aliquam,40
84,5,42,282,"congue a, aliquet vel, vulputate eu, odio.",18
183,26,652,17,"pede sagittis augue, eu tempor erat neque",234
40,4,918,21,"orci, in consequat enim diam vel",361
234,18,75,47,erat vel pede blandit congue.,113
33,56,506,390,adipiscing ligula. Aenean gravida,211
275,9,763,284,interdum. Sed auctor,255
219,1,236,25,pede. Cras vulputate,209
103,29,645,321,"elementum sem, vitae aliquam",38
166,16,73,68,"ultrices a, auctor non, feugiat nec,",161
218,18,879,154,diam vel arcu. Curabitur,11
109,48,210,236,dictum magna. Ut tincidunt,28
131,22,527,337,amet lorem semper auctor.,365
110,27,881,388,"lectus sit amet luctus vulputate, nisi sem",185
76,36,932,444,eget metus. In nec,362
185,33,207,368,"u,oaitnncgso,e teuc  ina,faet  clrur",194
162,5,193,269,tortor nibh sit amet orci. Ut,261
260,2,405,430,"blandit enim consequat purus. Maecenas libero est,",171
19,20,14,292,"magnis dis parturient montes, nascetur ridiculus mus.",275
232,38,72,306,"vitae, orci. Phasellus dapibus",68
3,28,853,430,"elementum sem, vitae aliquam",137
162,28,49,240,eget massa. Suspendisse eleifend. Cras sed leo.,137
263,30,553,38,"ac, fermentum vel, mauris. Integer",265
125,69,833,134,"cursus in, hendrerit consectetuer,",215
31,38,327,91,luctus et ultrices posuere cubilia Curae,10
43,42,71,282,fermentum arcu. Vestibulum,184
97,31,562,310,"malesuada vel, convallis in, cursus et,",362
140,45,709,451,metus vitae velit egestas,368
43,17,910,12,"eget, dictum placerat, augue. Sed molestie. Sed",241
193,15,653,382,"nec, euismod in, dolor. Fusce",153
90,17,876,74,Morbi quis urna. Nunc,142
189,28,936,320,Aliquam erat volutpat. Nulla dignissim. Maecenas ornare,106
88,55,730,236,"egestas rhoncus. Proin nisl sem,",117
141,52,568,329,mus. Proin vel arcu,118
63,52,411,76,"laoreet ipsum. Curabitur consequat,",14
3,17,833,247,dapibus ligula. Aliquam erat volutpat.,78
233,45,717,224,libero. Donec consectetuer mauris,258
162,64,350,371,tincidunt vehicula risus. Nulla,40
19,51,999,32,"tincidunt orci quis lectus. Nullam suscipit, est",242
57,31,434,240,neque. Nullam ut nisi a odio semper,209
209,17,415,344,"sed, est. Nunc laoreet",350
16,5,889,61,interdum. Curabitur dictum. Phasellus,133
88,52,454,441,tempus risus. Donec egestas. Duis ac arcu.,376
241,70,658,16,"pede, nonummy ut, molestie in, tempus",269
125,63,192,105,lobortis. Class aptent taciti,159
219,26,446,413,"at, velit. Pellentesque ultricies dignissim",89
102,6,66,447,Sed eget lacus. Mauris non dui nec,121
264,26,896,27,ipsum non arcu.,304
62,63,643,33,"ne aua a,gselaall,Nu ma vdamlnm",341
227,13,157,346,"sed, est. Nunc laoreet lectus quis",25
213,49,75,46,quam vel sapien,327
26,49,195,18,"laoreet ipsum. Curabitur consequat,",190
54,66,671,385,"pretium aliquet, metus urna convallis erat,",715
24,44,911,375,ipsum ac mi eleifend egestas. Sed,222
206,22,283,304,adipiscing ligula. Aenean gravida,222
164,2,618,385,"consequat nec, mollis vitae, posuere at, velit.",271
65,8,896,95,erat vel pede blandit congue. In scelerisque,39
163,44,55,184,eu neque pellentesque massa,55
211,38,273,52,ipsum ac mi eleifend egestas. Sed,363
13,54,830,439,loi encturopotDenl ntsrot ,204
91,41,885,25,"cursus in, hendrerit consectetuer,",369
128,64,588,444,tuf  umiliralul.eNcsu imiso iadi.seale ,176
211,40,523,407,"sed, est. Nunc laoreet",266
252,21,904,200,dui nec urna suscipit nonummy.,7
167,50,960,123,mus. Proin vel arcu,325
158,6,752,44,Duis volutpat nunc sit amet metus. Aliquam,139
139,46,185,43,"auctor ullamcorper, nisl arcu iaculis enim,",85
240,16,246,121,"lectus sit amet luctus vulputate, nisi sem",113
5,39,366,442,varius. Nam porttitor scelerisque,49
247,44,924,320,erat volutpat. Nulla dignissim.,212
275,52,662,358, a tCaun ueu trlrruoitpsueull setae.ogl ,26
239,2,119,45,"aliquet vel, vulputate eu, odio. Phasellus",363
28,6,539,396,"In mi pede, nonummy ut, molestie",310
65,41,346,436,"dictum eu, placerat eget, venenatis",34
108,2,509,28,ornare lectus justo eu,196
145,22,257,450,pellentesque. Sed dictum. Proin eget,298
152,1,595,262,Nulla tempor augue ac,47
264,38,37,13,Nullam ut nisi a odio semper cursus.,116
167,66,951,171,"consectetuer, cursus et, magna. Praesent interdum ligula",188
187,62,814,439,lacus. Etiam bibendum fermentum metus. Aenean,99
7,50,447,84,lorem ac risus.,288
224,36,150,247,nibh vulputate mauris sagittis placerat. Cras dictum,317
141,45,575,142,"cursus in, hendrerit",317
87,2,151,423,senectus et netus et malesuada,30
281,48,370,151,aliquam eros turpis,7
229,15,241,384,dolor egestas rhoncus. Proin nisl,347
269,15,964,245,at lacus. Quisque,263
116,8,434,126,racu.uenaCmat iuilur t  revb idm,279
33,60,210,280,mauris sagittis placerat. Cras,140
50,54,913,247,"gravida non, sollicitudin",375
69,31,372,280,"venenatis vel, faucibus",243
123,24,276,69,ac ipsum. Phasellus,14
150,14,906,10,"auctor, nunc nulla vulputate dui, nec",76
239,40,25,88,Cras convallis convallis dolor. Quisque tincidunt pede,2
11,46,524,85,arcu. Aliquam ultrices iaculis odio.,55
28,15,163,4,adipiscing ligula. Aenean gravida,187
231,19,595,450,"pharetra, felis eget varius ultrices, mauris ipsum",127
116,44,697,44,"orci, in consequat enim diam vel",359
52,18,468,280,"enim, gravida sit amet, dapibus id, blandit",144
139,43,165,135,rieV.tvusasurMasm i.in ia ,206
146,54,33,196,dictum magna. Ut tincidunt,239
27,33,941,363,"Fusce diam nunc, ullamcorper",92
259,46,910,165," .dcui lsitcusilmpt eeit n usqttucuNisn,ri olcas",50
207,32,838,190,ittiipbsauu e ntqseu nrsmpsgasieot i drtcaan neoi,64
38,29,289,437,"mi pede, nonummy",75
274,36,648,14,gravida sagittis. Duis gravida. Praesent eu nulla,122
200,68,609,404,Morbi metus. Vivamus euismod urna. Nullam,249
196,49,913,207,ad litora torquent per,40
30,28,3,102,risus. Morbi metus. Vivamus euismod urna. Nullam,155
112,27,333,58,"tmi  asrirnlsanaoer lp,uucouimccrl e ula,ic",9
1,66,27,331,"ante, iaculis nec, eleifend",47
266,34,473,262,"osuvcq, silaiis  dibe,iu rlauomeeerusust r. suQ",65
99,7,138,12,"pharetra, felis eget varius ultrices, mauris ipsum",63
273,35,975,156,non justo. Proin non massa non,74
192,46,396,301,"Nunc lectus pede, ultrices",342
94,37,270,101,sagittis. Nullam vitae diam. Proin,61
164,57,237,130,aliquet libero. Integer in magna. Phasellus,333
138,27,416,335, hrclclstii tvdsunlNunei uauia.,287
32,12,553,77,"In mi pede, nonummy ut, molestie",182
142,16,727,371,Nulla tempor augue ac,181
71,28,754,47,libero. Donec consectetuer mauris,14
176,32,982,271,erat volutpat. Nulla dignissim. Maecenas,187
177,56,451,328,purus gravida sagittis.,26
156,39,203,388,morbi tristique senectus et netus et malesuada,176
273,46,394,4,"felis, adipiscing fringilla, porttitor vulputate, posuere vulputate,",15
103,61,370,180,mauris. Morbi non sapien molestie,335
246,32,302,22,libero. Donec consectetuer mauris,233
223,52,472,311,"varius et, euismod et, commodo at, libero.",111
247,59,922,297,"dis parturient montes, nascetur ridiculus mus.",316
87,24,891,65,lobortis. Class aptent taciti,273
134,48,7,356,"feugiat nec, diam. Duis mi",224
42,60,520,275,netus et malesuada fames ac turpis egestas.,52
75,8,572,328,Nulla tempor augue ac,346
22,35,383,252,tincidunt adipiscing. Mauris,199
19,66,939,184,"non, dapibus rutrum, justo. Praesent luctus. Curabitur",273
71,48,809,77,"gravida sit amet, dapibus id, blandit",46
